,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
4272,"a , b and c enter into partnership . a invests some money at the beginning , b invests double the amount after 6 months , and c invests thrice the amount after 8 months . if the annual gain be rs . 18900 . a ' s share is ?",a,gain, 6300 , 2765 , 6000 , 1298 , 1261 
4273,"if albert ’ s monthly earnings rise by 30 % , he would earn $ 598 . if , instead , his earnings rise by only 35 % , how much ( in $ ) would he earn this month ?",a,gain, 621 , 652 , 660 , 690 , 693 
4274,a shopkeeper bought 600 oranges and 400 bananas . he found 15 % of oranges and 4 % of bananas were rotten . find the percentage of fruits in good condition ?,b,gain, 92.5 % , 89.4 % , 85.2 % , 96.8 % , 78.9 % 
4275,"by weight , liquid x makes up 2 percent of solution p and 7.5 percent of solution q . if 400 grams of solution p are mixed with 600 grams of solution q , then liquid x accounts for what percent of the weight of the resulting solution ?",e,gain, 4.5 % , 4.7 % , 4.9 % , 5.1 % , 5.3 % 
4276,a small company reduced its faculty by approximately 13 percent to 181 employees . what was the original number of employees ?,b,gain, a ) 182 , b ) 208 , c ) 220 , d ) 224 , e ) 302 
4277,"mr . hernandez , who was a resident of state x for only 9 months last year , had a taxable income of $ 42,500 for the year . if the state tax rate were 4 percent of the year ’ s taxable income prorated for the proportion of the year during which the taxpayer was a resident , what would be the amount of mr . hernandez ’ s state x tax for last year ?",b,gain, $ 900 , $ 1275 , $ 1200 , $ 1300 , $ 1060 
4278,if a man lost 10 % by selling oranges at the rate of 10 a rupee at how many a rupee must he sell them to gain 50 % ?,a,gain, 6 , 8 , 7 , 4 , 2 
4279,a candidate appearing for an examination has to secure 42 % marks to pass paper i . but he secured only 42 marks and failed by 22 marks . what is the maximum mark for paper i ?,d,gain, 110 , 120 , 130 , 152 , 150 
4280,a company plans to gradually replace its fleet of 20 cars with newer models . at the end of every year starting with 2000 it retires 5 of its old cars and buys 6 new models . how many years did it take before the number of older cars left in the company ' s fleet was less than 50 percent of the fleet ?,c,gain, 6 , 3 , 2 , 4 , 5 
4281,"find the compound interest on $ 500 in 5 years at 5 % per annum , the interest being compounded yearly ?",a,gain, $ 138.14 , $ 150.12 , $ 142.65 , $ 152 , $ 164.12 
4282,the present worth of rs . 338 due in 2 years at 4 % per annum compound interest is,a,gain, rs . 312.5 , rs . 154.75 , rs . 156.25 , rs . 158 , none 
4283,after decreasing 40 % in the price of an article costs rs . 1050 . find the actual cost of an article ?,b,gain, 1200 , 1750 , 1050 , 1570 , 1005 
4284,a merchant marks his goods up by 50 % and then offers a discount of 10 % on the marked price . what % profit does the merchant make after the discount ?,d,gain, 21 % , 25 % , 69 % , 35 % , 19 % 
4285,i bought two books ; for rs . 460 . i sold one at a loss of 15 % and other at a gain of 19 % and then i found each book was sold at the same price . find the cost of the book sold at a loss ?,d,gain, 337.33 , 280.33 , 299.33 , 268.33 , 289.33 
4286,in how many years will a sum of money doubles itself at 5 % per annum simple interest,d,gain, 25 years , 28 years , 10 years , 20 years , 21 years 
4287,"if rs . 64 amount to rs . 83.20 in 2 years , what will rs . 86 amount to in 4 years at the same rate percent per annum ?",d,gain, rs . 114.80 , rs . 86.70 , rs . 55.40 , rs . 51.60 , none 
4288,the banker â € ™ s gain on a sum due 3 years hence at 17 % per annum is rs . 100 . the banker â € ™ s discount is,c,gain, rs . 960 , rs . 840 , rs . 296 , rs . 760 , none 
4289,an error 4 % in excess is made while measuring the side of a square . the percentage of error in the calculated area of the square is :,d,gain, 4.16 , 5.16 , 7.16 , 8.16 , 9.16 
4290,"a 90 - liter solution of cool - drink is made from 5 % jasmine water . if 8 liters of jasmine and 2 liters of water were added to the solution , what percent of the solution is jasmine ?",d,gain, 6.5 % , 8.5 % , 10.5 % , 12.5 % , 14.5 % 
4291,martin has to secure 80 % marks to clear his exam of class 9 th . he got 200 marks and failed by 200 marks . what is the maximum marks ?,a,gain, 500 , 505 , 510 , 515 , 525 
4292,"if p gets 25 % more than q , then by what percent does q get less than p ?",c,gain, 45 , 34 , 20 , 76 , 54 
4293,"john invests $ x at the semi - annual constant compounded rate of 2 percent and also does $ 8,000 at the quarterly constant compounded rate of 4 percent . if the interests are the same after 1 year , what is the value of x ? ?",c,gain, 10000 , 12000 , 16160.8 , 14000 , 15000 
4294,if the cost price is 96 % of selling price then what is the profit percentage .,d,gain, 7.14 , 7.41 , 4.71 , 4.17 , none of them 
4295,a man buys a cycle for rs . 1750 and sells it at a loss of 8 % . what is the selling price of the cycle ?,b,gain, s . 1090 , s . 1610 , s . 1190 , s . 1202 , s . 1092 
4296,"a trader marked the selling price of an article at 50 % above the cost price . at the time of selling , he allows certain discount and suffers a loss of 1 % . he allowed a discount of :",a,gain, 7.3 % , 10.5 % , 11 % , 12.5 % , none 
4297,the sale price sarees listed for rs . 400 after successive discount is 15 % and 5 % is ?,c,gain, 297 , 879 , 323 , 762 , 269 
4298,"jaclyn buys $ 30 000 worth of debentures in a company . she earns 9.5 % p . a . simple interest , paid to her quarterly ( that is , every 3 months ) . if the agreed period of the debenture was 18 months : calculate the amount of interest jaclyn will earn for each quarter",a,gain, 712.5 , 1234 , 1289 , 1345 , none of these 
4299,"60 % of a number is added to 150 , the result is the same number . find the number ?",a,gain, 375 , 277 , 266 , 99 , 121 
4300,"a reduction of 20 % in the price of oil enables a house wife to obtain 5 kgs more for rs . 800 , what is the reduced price for kg ?",e,gain, s . 42 , s . 46 , s . 40 , s . 41 , s . 32 
4301,a dress on sale in a shop is marked at $ d . during the discount sale its price is reduced by 35 % . staff are allowed a further 30 % reduction on the discounted price . if a staff member buys the dress what will she have to pay in terms of d ?,c,gain, 0.555 d , 0.765 d , 0.455 d , 0.785 d , 0.805 d 
4302,"rs . 500 amounts to rs . 670 in 5 years at simple interest . if the interest is increased by 2 % , it would amount to how much ?",b,gain, 150 , 550 , 760 , 450 , 260 
4303,"after successive discounts of 20 % , 10 % and 5 % a certain good is sold for rs . 6840 . find the actual price of the good .",d,gain, rs . 6000 , rs . 9000 , rs . 10800 , rs . 10000 , rs . 9980 
4304,"in a school of 900 students , 44 % wear blue shirts , 28 % wear red shirts , 10 % wear green shirts , and the remaining students wear other colors . how many students wear other colors ( not blue , not red , not green ) ?",c,gain, 144 , 153 , 162 , 171 , 180 
4305,"if c is 14 % of a and 40 % of b , what percent of a is b ?",d,gain, 2.5 % , 15 % , 25 % , 35 % , 250 % 
4306,cricket match is conducted in us . the run rate of a cricket game was only 3.2 in first 10 over . what should be the run rate in the remaining 40 overs to reach the target of 222 runs ?,e,gain, 6 , 6.25 , 7.25 , 7.5 , 4.75 
4307,"p and q started a business investing rs . 85,000 and rs . 25,000 respectively . in what ratio the profit earned after 2 years be divided between p and q respectively ?",e,gain, 17 : 6 , 17 : 0 , 17 : 4 , 17 : 2 , 17 : 5 
4308,a shopkeeper has 280 kg of apples . he sells 40 % of these at 10 % profit and remaining 60 % at 30 % profit . find his % profit on total .,a,gain, 22 % , 25 % , 26 % , 28 % , 35 % 
4309,a 8 % stock yielding 10 % is quoted at :,a,gain, 80 , 110 , 112 , 120 , 160 
4310,"if it is assumed that 50 percent of those who receive a questionnaire by mail will respond and 300 responses are needed , what is the minimum number of questionnaires that should be mailed ?",e,gain, 400 , 420 , 480 , 500 , 600 
4311,an error 8 % in excess is made while measuring the side of a square . now what is the percentage of error in the calculated area of the square ?,b,gain, 6.64 % , 16.64 % , 15.64 % , 26.64 % , 10.64 % 
4312,"in a certain company , a third of the workers do not have a retirement plan . 20 % of the workers who do not have a retirement plan are women , and 40 % of the workers who do have a retirement plan are men . if 176 of the workers of that company are men , how many of the workers are women ?",e,gain, 80 , 95 , 105 , 120 , 154 
4313,"suganya and suriya are partners in a business . suganya invests rs . 35,000 for 8 months and suriya invests rs . 42,000 for 10 months . out of a profit of rs . 30,570 . suganya ' s share is",d,gain, rs . 9471 , rs . 12, rs . 262.8 , rs . 241.7 , none 
4314,"by investing in 1623 % stock at 64 , one earns rs . 1700 . the investment made is",d,gain, s . 9600 , s . 7500 , s . 5640 , s . 6528 , s . 6760 
4315,evaluate 75 % of 450 + 45 % of 750,e,gain, 632 , 642 , 652 , 675 , 572 
4316,"by weight , liquid x makes up 0.8 percent of solution a and 1.8 percent of solution b . if 200 grams of solution a are mixed with 700 grams of solution b , then liquid x accounts for what percent of the weight of the resulting solution ?",a,gain, 1.42 % , 1.9 % , 10 % , 15 % , 19 % 
4317,the s . i . on a certain sum of money for 3 years at 5 % per annum is half the c . i . on rs . 4000 for 2 years at 10 % per annum . the sum placed on s . i . is ?,b,gain, 2197 , 2800 , 1750 , 2267 , 1262 
4318,"sahil purchased a machine at rs 11000 , then got it repaired at rs 5000 , then gave its transportation charges rs 1000 . then he sold it with 50 % of profit . at what price he actually sold it .",b,gain, rs . 22500 , rs . 25500 , rs . 26000 , rs . 28000 , none of these 
4319,"walking 5 / 4 of his usual rate , a boy reaches his school 4 min early . find his usual time to reach the school ?",e,gain, 22 , 99 , 27 , 28 , 20 
4320,a 12 % stock yielding 8 % is quoted at ?,d,gain, 165 , 170 , 175 , 150 , 185 
4321,"at a florist shop on a certain day , all corsages sold for either $ 25 or $ 40 . if 8 of the corsages that sold for $ 30 had instead sold for $ 20 , then the store ' s revenue from corsages that day would have been reduced by 40 percent . what was the store ' s actual revenue from corsages that day ?",e,gain, $ 200 , $ 400 , $ 600 , $ 800 , $ 300 
4322,"in an election between two candidates , the first candidate got 60 % of the votes and the second candidate got 480 votes . what was the total number of votes ?",b,gain, 900 , 1200 , 1500 , 1800 , 2100 
4323,a chemical supply company has 60 liters of a 45 % hno 3 solution . how many liters of pure undiluted hno 3 must the chemists add so that the resultant solution is a 50 % solution ?,a,gain, 6 , 15 , 20 , 24 , 30 
4324,"company c produces toy trucks at a cost of $ 5.00 each for the first 100 trucks and $ 3.50 for each additional truck . if 500 toy trucks were produced by company c and sold for $ 8.00 each , what was company c ’ s gross profit ?",c,gain, $ 2, $ 2, $ 2, $ 2, $ 2
4325,rs 50000 is divided into two parts one part is given to a person with 10 % interest and another part is given to a person with 20 % interest . at the end of first year he gets profit 7000 find money given by 10 % ?,a,gain, 30000 , 40000 , 50000 , 60000 , 70000 
4326,"a shopkeeper buys two articles for rs . 1000 each and then sells them , making 50 % profit on the first article and 50 % loss on second article . find the net profit or loss percent ?",a,gain, 500 , 768 , 276 , 280 , 279 
4327,30 % of a number is more than 60 % of 150 by 120 . find the number ?,e,gain, 770 , 712 , 720 , 740 , 700 
4328,"an investor deposited $ 5,000 to open a new savings account that earned 12 percent annual interest , compounded quarterly . if there were no other transactions in the account , what was the amount of money in the account 6 months after the account was opened ?",b,gain, $ 5300.50 , $ 5304.50 , $ 5405.50 , $ 5604.50 , $ 5805.50 
4329,"in an institute , 60 % of the students are boys and the rest are girls . further 15 % of the boys and 7.5 % of the girls are getting a fee waiver . if the number of those getting a fee waiver is 90 , find the total number of students getting 50 % concessions if it is given that 50 % of those not getting a fee waiver are eligible to get half fee concession ?",d,gain, 360 , 280 , 320 , 330 , 350 
4330,a man buys 12 lts of liquid which contains 10 % of the liquid and the rest is water . he then mixes it with 10 lts of another mixture with 30 % of liquid . what is the % of water in the new mixture ?,a,gain, 80.91 , 76.45 , 77.45 , 74.45 , 73.45 
4331,"an agent , gets a commission of 4 % on the sales of cloth . if on a certain day , he gets rs . 12.50 as commission , the cloth sold through him on that day is worth",a,gain, 312 , 500 , 887 , 299 , 132 
4332,a shop owner professes to sell his articles at certain cost price but he uses false weights with which he cheats by 20 % while buying and by 20 % while selling . what is his percentage profit ?,d,gain, 10.22 % , 20.22 % , 21.22 % , 50 % , ca n ' t be calculated 
