,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
10623,"- - - - - - - - - - - - - - - - yes - - - - - - - - - no - - - - unsure subject m - - - - 500 - - - - - - - - 200 - - - - - 100 subject r - - - - 400 - - - - - - - - 100 - - - - - 300 a total of 800 students were asked whether they found two subjects , m and r , interesting . each answer was either yes or no or unsure , and the numbers of students who gave these answers are listed in the table above . if 170 students answered yes only for subject m , how many of the students did not answer yes for either subject ?",b,general, 100 , 230 , 300 , 400 , 500 
10624,"alan buys 4 tvs , a 26 inch , a 28 inch , a 30 inch , and a 32 inch , for his new house . each tv costs $ 200 more than the size below it . alan spends a total of $ 4,400 . how much would he have spent if he had bought only the 28 inch and 30 inch tvs ?",d,general, 850 , 1, 1, 2, 3
10625,"find large number from below question the difference of two numbers is 750 . on dividing the larger number by the smaller , we get 6 as quotient and the 15 as remainder",c,general, 1345 , 1250 , 897 , 900 , 1635 
10626,"the price of lunch for 15 people was $ 210.00 , including a 15 percent gratuity for service . what was the average price per person , excluding the gratuity ?",b,general, $ 11.73 , $ 12.72 , $ 13.80 , $ 14.00 , $ 15.87 
10627,the average expenditure of a labourer for 6 months was 85 and he fell into debt . in the next 4 months by reducing his monthly expenses to 60 he not only cleared off his debt but also saved 30 . his monthly income i,d,general, 70 , 72 , 75 , 78 , 80 
10628,the tax on a commodity is diminished by 10 % but its consumption is increased by 20 % . find the decrease percent in the revenue derived from it ?,b,general, 18 % , 4 % , 32 % , 12 % , 52 % 
10629,what is the units digit of ( 493 ) ( 915 ) ( 381 ) ( 756 ),c,general, 0 , 1 , 4 , 5 , 6 
10630,"of 30 applicants for a job , 10 had at least 4 years ' experience , 18 had degrees , and 3 had less than 4 years ' experience and did not have a degree . how many of the applicants had at least 4 years ' experience and a degree ?",c,general, 14 , 13 , 9 , 7 , 5 
10631,"of 70 players on a football team , 34 are throwers . the rest of the team is divided so one third are left - handed and the rest are right handed . assuming that all throwers are right handed , how many right - handed players are there total ?",b,general, 54 , 58 , 63 , 71 , 92 
10632,"if the digits 31 in the decimal 0.00031 repeat indefinitely , what is the value of ( 10 ^ 5 - 10 ^ 3 ) ( 0.00031 ) ?",a,general, 31 , 0.31 , 0.0031 , 0.00031 , 3.1 e - 05 
10633,"if the sum of two numbers is 30 and the sum of their squares is 840 , then the product of the numbers is",e,general, 40 , 44 , 80 , 88 , 30 
10634,"if 6 x ^ 2 + x - 12 = ( ax + b ) ( cx + d ) , then | a | + | b | + | c | + | d |",b,general, 10 , 12 , 15 , 18 , 20 
10635,the sum of two numbers is 30 and their difference is 10 . find their product .,d,general, 104 , 114 , 315 , 200 , 335 
10636,average age of students of an adult school is 52 years . 120 new students whose average age is 32 years joined the school . as a result the average age is decreased by 4 years . find the number of students of the school after joining of the new students .,b,general, 1200 , 150 , 360 , 240 , none of these 
10637,simplify 3 / 4 of 6 0 – 8 / 5 of 60 + ? = 12,d,general, 48 , 24 , 56 , 63 , 14 
10638,what is the average ( arithmetic mean ) of all the multiples of 10 from 10 to 160 inclusive ?,c,general, 90 , 95 , 70 , 105 , 110 
10639,"pat , kate , and mark charged a total of 153 hours to a certain project . if pat charged twice as much time to the project as kate and 1 / 3 as much time as mark , how many more hours did mark charge to the project than kate ?",a,general, 85 , 36 , 72 , 90 , 108 
10640,"if d = 1 / ( 2 ^ 3 * 5 ^ 8 ) is expressed as a terminating decimal , how many nonzero digits will d have ?",b,general, one , two , three , seven , ten 
10641,"the arithmetic mean of 5 negative integers is - 100 . if the average of 3 of these integers is - 90 , what is the least possible value that one of the other 2 integers can have ?",c,general, 229 , - 1 , - 229 , 90 , - 90 
10642,"rs . 3150 is divided so that 5 times the first share , thrice the 2 nd share and six times the third share amount to the same . what is the value of the third share ?",d,general, s 529 , s 527 , s 570 , s 750 , s 507 
10643,evaluate : | 9 - 8 ( 3 - 12 ) | - | 5 - 11 | = ?,a,general, 75 , 50 , 60 , 70 , 80 
10644,what is the greatest prime factor of 3 ^ 6 - 1 ?,d,general, 2 , 3 , 7 , 13 , 17 
10645,"village p ’ s population is 1200 greater than village q ' s population . if village q ’ s population were reduced by 800 people , then village p ’ s population would be 6 times as large as village q ' s population . what is village q ' s current population ?",d,general, 1050 , 1100 , 1150 , 1200 , 1250 
10646,"dacid obtained 96 , 95 , 82 , 97 and 95 marks ( out of 100 ) in english , mathematics , physics , chemistry and biology . what are his average marks ?",b,general, 79 , 93 , 88 , 88 , 75 
10647,the number 0.5 is how much greater than 1 / 6 ?,a,general, 1 / 3 , 2 / 10 , 1 / 50 , 1 / 500 , 2 / 500 
10648,evaluate : 6602.5 + 660.25 + 66.025 + 6.6025 + 0.66025,b,general, 6819.59775 , 7336.03775 , 6918.59775 , 6198.59775 , 6891.59775 
10649,"the least number which when divided by 3 , 4 , 5 and 6 leaves a remainder 6 , but when divided by 9 leaves no remainder , is",b,general, 117 , 126 , 252 , 336 , none of these 
10650,"the temperature of a certain cup of coffee 10 minutes after it was poured was 120 degrees fahrenheit . if the temperature f of the coffee t minutes after it was poured can be determined by the formula f = 120 ( 2 ^ - at ) + 60 , where f is in degrees fahrenheit and a is a constant . then the temperature of the coffee 20 minutes after it was poured was how many degrees fahrenheit ?",e,general, 65 , 75 , 80 , 85 , 90 
10651,the ratio 10 : 20 expressed as percent equals to,a,general, 50 % , 80 % , 40 % , 90 % , 100 % 
10652,"if a ^ 2 + b ^ 2 = 25 and ab = 10 , what is the value of the expression ( a - b ) ^ 2 + ( a + b ) ^ 2 ?",d,general, 10 , 20 , 30 , 50 , 70 
10653,"in the junior basketball league there are 18 teams , 2 / 3 of them are bad and ½ are rich . what ca n ' t be the number of teams that are rich and bad",d,general, 4 . , 6 . , 7 . , 10 . , 8 . 
10654,the sum of the present age of henry and jill is 43 . what is their present ages if 5 years ago henry was twice the age of jill ?,a,general, and 27 , and 24 , and 22 , and 29 , of these 
10655,"a certain characteristic in a large population has a distribution that is symmetric about the mean m . if 84 percent of the distribution lies within one standard deviation d of the mean , what percent of the distribution is less than m + d ?",e,general, 16 % , 32 % , 48 % , 84 % , 92 % 
10656,"if x and y are integers such that ( x + 1 ) ^ 2 is less than or equal to 49 and ( y - 1 ) ^ 2 is less than 64 , what is the sum of the maximum possible value of xy and the minimum possible value of xy ?",a,general, - 16 , - 14 , 0 , 14 , 16 
10657,"cost is expressed by the formula tb ^ 4 . if b is doubled , the new cost r is what percent of the original cost ?",d,general, r = 200 , r = 600 , r = 800 , r = 1600 , r = 50 
10658,there are 6 positive and 8 negative numbers . 4 numbers are choosen at random and multiplied . the probability that the product is positive is :,e,general, 500 / 1001 , 503 / 1001 , 303 / 1001 , 301 / 1001 , 505 / 1001 
10659,f ( x ) is a function such that f ( x ) + 3 f ( 8 - x ) = x for all real numbers x . find the value of f ( 2 ) .,d,general, 5 , 4 , 3 , 2 , 1 
10660,"a bag contains an equal number of one rupee , 50 paise and 25 paise coins respectively . if the total value is 105 , how many coins of each type are there ?",d,general, 20 coins , 30 coins , 40 coins , 60 coins , none of these 
10661,"list k consists of 10 consecutive integers . if - 4 is the least integer in list k , what is the range of the positive integers in list k ?",e,general, 5 , 6 , 7 , 11 , 4 
10662,what is the remainder when 1271 * 1275 * 1279 * 1285 is divided by 12 ?,d,general, 0 , 1 , 11 , 3 , 7 
10663,"in plutarch enterprises , 70 % of the employees are marketers , 20 % are engineers , and the rest are managers . marketers make an average salary of $ 60,000 a year , and engineers make an average of $ 80,000 . what is the average salary for managers if the average for all employees is also $ 80,000 ?",e,general, $ 80, $ 130, $ 240, $ 290, $ 220
10664,"if an integer n is to be chosen at random from the integers 1 to 86 , inclusive , what is the probability that n ( n + 1 ) ( n + 2 ) will be divisible by 8 ?",d,general, 1 / 4 , 3 / 8 , 1 / 2 , 55 / 86 , 3 / 4 
10665,a school has received 60 % of the amount it needs for a new building by receiving a donation of $ 600 each from people already solicited . people already solicited represent 40 % of the people from whom the school will solicit donations . how much average contribution is requited from the remaining targeted people to complete the fund raising exercise ?,d,general, $ 200 , $ 177.78 , $ 100 , $ 277.78 , $ 377.78 
10666,"the “ length of integer x ” refers to the number of prime factors , not necessarily distinct , that x has . ( if x = 60 , the length of x would be 4 because 60 = 2 × 2 × 3 × 5 . ) what is the greatest possible length of integer z if z < 1,000 ?",c,general, 13 , 10 , 9 , 7 , 6 
10667,"the youngest of 4 children has siblings who are 1 , 4 , and 7 years older than she is . if the average ( arithmetic mean ) age of the 4 siblings is 17 , what is the age of the youngest sibling ?",e,general, 10 , 11 , 12 , 13 , 14 
10668,"a , b , c weighted separately 1 st like a , b , c , then a & b , then b & c , then c & a at last a & b & c , the last weight was 167 , then what will be the average weight of the 7 reading ?",b,general, 95 , 95.42 , 95.45 , 94 , 93 
10669,"what is the hcf of 2 / 3 , 4 / 12 and 6 / 5",d,general, 7 / 45 , 2 / 45 , 4 / 15 , 1 / 30 , 9 / 45 
10670,"john want to buy a $ 100 trouser at the store , but he think it â € ™ s too expensive . finally , it goes on sale for $ 70 . what is the percent decrease ?",b,general, 20 % , 30 % , 40 % , 50 % , 60 % 
10671,the average salary of all the workers in a workshop is rs . 8000 . the average salary of 7 technicians is rs . 10000 and the average salary of the rest is rs . 6000 . the total number of workers in the workshop is :,e,general, 23 , 19 , 22 , 20 , 14 
10672,5 n + 7 > 12 and 7 n - 5 < 44 ; n must be between which numbers ?,d,general, 1 and 8 , 2 and 6 , 0 and 9 , 1 and 7 , 2 and 9 
10673,"the total cost of a vacation was divided among 3 people . if the total cost of the vacation had been divided equally among 4 people , the cost per person would have been $ 30 less . what was the total cost cost of the vacation ?",b,general, $ 200 , $ 360 , $ 400 , $ 500 , $ 600 
10674,mary ' s income is 60 % more than tim ' s income and tim ' s income is 20 % less than juan ' s income . what % of juan ' s income is mary ' s income .,a,general, 128 % , b . 120 % , 96 % , 80 % , 64 % 
10675,"if there are 200 questions in a 3 hr examination . among these questions are 25 type a problems , which requires twice as much as time be spent than the rest of the type b problems . how many minutes should be spent on type a problems ?",a,general, 40 min , 62 min , 70 min , 74 min , 76 min 
10676,"8 is 2 % of a , and 2 is 8 % of b . c equals b / a . what is the value of c ?",a,general, 1 / 16 , 1 / 4 , 1 , 4 , 8 
10677,"a certain psychologist charges $ 30 more for the first hour of therapy than for each additional hour . if the total charge to a patient who receives 5 hours of therapy is $ 400 , what is the total charge to a patient who receives only 3 hours of therapy ?",e,general, $ 120 , $ 135 , $ 150 , $ 165 , $ 252 
10678,"the area of one square is x ^ 2 + 8 x + 16 and the area of another square is 4 x ^ 2 − 20 x + 25 . if the sum of the perimeters of both squares is 44 , what is the value of x ?",b,general, 2 , 4 , 6 , 8 , 10 
10679,"in a certain lottery , the probability that a number between 14 and 20 , inclusive , is drawn is 1 / 6 . if the probability that a number 14 or larger is drawn is 2 / 3 , what is the probability that a number less than or equal to 20 is drawn ?",c,general, 1 / 18 , 1 / 6 , 1 / 2 , 1 / 3 , 5 / 6 
10680,"x is the product of each integer from 1 to 50 , inclusive and y = 100 ^ k , where k is an integer . what is the greatest value of k for which y is a factor of x ?",c,general, 0 , 5 , 6 , 10 , 12 
