,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
6309,"how many bricks each measuring 20 cm x 13.25 cm x 8 cm , will be needed to build a wall 7 m x 8 m x 15.5 m",c,physics, 5600 , 4600 , 4094 , 7200 , none of these 
6310,"two trains of equal lengths take 10 sec and 15 sec , respectively , to cross a telegraph post . if the length of each train is 120 m , in what time will they cross each other , travelling in opposite directions ?",b,physics, 17 sec , 12 sec , 18 sec , 19 sec , 52 sec 
6311,"a constructor estimates that 3 people can paint mr khans house in 4 days . if he uses 4 people instead of 3 , how long will they take to complete the job ?",d,physics, 2 , 8 , 1 , 3 , 4 
6312,a train traveling at 144 kmph crosses a platform in 30 seconds and a man standing on the platform in 12 seconds . what is the length of the platform in meters ?,c,physics, 240 meters , 360 meters , 480 meters , 600 meters , can not be determined 
6313,"a man started driving at a constant speed , from the site of a blast , the moment he heard the blast . he heard a second blast after a time of 30 mins and 25 seconds . if the second blast occurred exactly 30 mins after the first , how many meters was he from the site when he heard the second blast ? ( speed of sound = 330 m / s )",a,physics, 8250 , 9350 , 10, 11, 12
6314,a train 250 m long is running at a speed of 68 kmph . how long does it take to pass a man who is running at 8 kmph in the same direction as the train ?,a,physics, 15 sec , 9 sec , 12 sec , 15 sec , 18 sec 
6315,"a motorcyclist started riding at highway marker a , drove 120 miles to highway marker b , and then , without pausing , continued to highway marker c , where she stopped . the average speed of the motorcyclist , over the course of the entire trip , was 20 miles per hour . if the ride from marker a to marker b lasted 3 times as many hours as the rest of the ride , and the distance from marker b to marker c was half of the distance from marker a to marker b , what was the average speed , in miles per hour , of the motorcyclist while driving from marker b to marker c ?",b,physics, 40 , 135 , 50 , 55 , 60 
6316,two trains are moving at 50 kmph and 70 kmph in opposite directions . their lengths are 150 m and 100 m respectively . the time they will take to pass each other completely is ?,d,physics, 7 1 / 2 sec , 7 1 / 7 sec , 7 8 / 2 sec , 7 1 / 9 sec , 7 2 / 2 sec 
6317,"if there are 56 laborers in a crew , and on a certain day , 30 were present . calculate the percentage that showed up for work ? ( round to the nearest tenth ) .",a,physics, 53.6 % , 52.6 % , 54.6 % , 55.6 % , 59.6 % 
6318,a car gets 60 kilometers per gallon of gasoline . how many gallons of gasoline would the car need to travel 170 kilometers ?,e,physics, 3.5 gallons , 2.37 gallons , 5.7 gallons , 4.25 gallons , 2.83 gallons 
6319,the radius of a circle is 4 / π cm then its perimeter is ?,c,physics, 10', 9', 8', 12', 15'] 
6320,"find the area of trapezium whose parallel sides are 20 cm and 18 cm long , and the distance between them is 5 cm .",e,physics, 187 cm 2 , 185 cm 2 , 85 cm 2 , 85 cm 2 , 95 cm 2 
6321,two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a man in the slower train in 12 seconds . find the length of the faster train ?,d,physics, 270 , 288 , 266 , 120 , 126 
6322,"two passenger trains start at the same hour in the day from two different stations and move towards each other at the rate of 16 kmph and 22 kmph respectively . when they meet , it is found that one train has traveled 60 km more than the other one . the distance between the two stations is ?",d,physics, 565 , 444 , 676 , 456 , 663 
6323,bruce and bhishma are running on a circular track of length 600 m . speed of bruce is 30 m / s and that of bhishma is 20 m / s . they start fro the same point at the same time in the same direction . when will they meet again for the first time ?,d,physics, 60 sec , 70 sec , 80 sec , 90 sec , 100 sec 
6324,if m : n is 3 : 9 and n : p is 9 : 12 then m : p is equal to,b,physics, 1 : 5 , 1 : 4 , 1 : 6 , 1 : 8 , 1 : 7 
6325,a and b can do a piece of work in 50 days and 50 days respectively . they work together for 10 days and b leaves . in how many days the whole work is completed ?,a,physics, 30 days , 35 days , 40 days , 44 days , 45 days 
6326,a certain number of workers can do a work in 45 days . if there were 10 workers more it could be finished in 10 days less . how many workers are there ?,e,physics, 25 , 30 , 28 , 24 , 35 
6327,a train 110 m long is running with a speed of 40 km / h . in how many seconds will the train pass a man who is running at 4 km / h in the direction opposite to that in which the train is going ?,d,physics, 6 , 7 , 8 , 9 , 10 
6328,convert the 11 / 36 m / s into kilometers per hour ?,b,physics, 2.9 kmph , 1.1 kmph , 1.3 kmph , 1.2 kmph , 5.7 kmph 
6329,steve traveled the first 2 hours of his journey at 40 mph and the last 4 hours of his journey at 80 mph . what is his average speed of travel for the entire journey ?,e,physics, 53.33 mph , 56.67 mph , 60 mph , 64 mph , 66.67 mph 
6330,"a works twice as fast as b . if b can complete a work in 12 days independently , the number of days in which a and b can together finish the work is :",a,physics, 4 days , 6 days , 8 days , 18 days , none of these 
6331,"a tank with a volume of 20 cubic feet has one inlet pipe and 2 outlet pipes . the inlet pipe fills water into the tank at the rate of 5 cubic inches / min and the 2 outlet pipes empty it out at the rates of 9 cubic inches / min and 8 cubic inches / min respectively . if all 3 pipes are opened when the tank is full , how many minutes does it take to empty the tank ? ( 1 foot = 12 inches )",e,physics, 2110 , 2220 , 2440 , 2660 , 2880 
6332,"an electric pump can fill a tank in 6 hours . because of a leak in the tank , it took 12 hours to fill the tank . if the tank is full , how much time will the leak take to empty it ?",b,physics, 10 hours , 12 hours , 8 hours , 5 hours , 15 hours 
6333,"in a games hour 4 different types of players came to the ground ? cricket 10 , hokey 12 , football 16 , softball 13 . how many players are present in the ground ?",c,physics, 70 , 52 , 51 , 49 , 50 
6334,"sandy leaves her home and walks toward ed ' s house . two hours later , ed leaves his home and walks toward sandy ' s house . the distance between their homes is 52 kilometers , sandy ' s walking speed is 6 km / h , and ed ' s walking speed is 4 km / h . how many kilometers will sandy walk before she meets ed ?",d,physics, 33 , 34 , 35 , 36 , 37 
6335,"two bullet train s 140 m and 190 m long run at the speed of 60 km / hr and 40 km / hr respectively in opposite directions on parallel tracks . the time ( in seconds ) which they take to cross each other , is :",c,physics, 15.8 sec . , 12.8 sec . , 11.88 sec . , 10.8 sec . , 08.8 sec . 
6336,"a man can row upstream at 25 kmph and downstream at 35 kmph , and then find the speed of the man in still water ?",c,physics, 22 , 77 , 30 , 99 , 12 
6337,"a monkey ascends a greased pole 20 metres high . he ascends 2 metres in first minute and slips down 1 metre in the alternate minute . in which minute , he reaches the top ?",e,physics, 21 st , 22 nd , 23 rd , 24 th , 37 th 
6338,the sector of a circle has radius of 21 cm and central angle 225 o . find its perimeter ?,e,physics, 91.5 , 92 , 93 , 94 , 124.5 
6339,"gary ’ s gas station serves an average of 12 cars per hour on saturdays , 10 cars per hour on sundays , and 9 cars per hour on all other days of the week . if the station is open from 6 a . m . to 10 p . m . every day , how many cars does gary ’ s station serve over the course of a typical week ?",a,physics, 1, 1, 1, 1, 1
6340,a train traveling at 72 kmph crosses a platform in 30 seconds and a man standing on the platform in 19 seconds . what is the length of the platform in meters ?,a,physics, 220 meters , 360 meters , 420 meters , 600 meters , can not be determined 
6341,14 men can complete a piece of work in 32 days . in how many days can 16 men complete that piece of work ?,d,physics, 23 , 27 3 / 4 , 20 1 / 2 , 27 1 / 2 , 11 
6342,"a work crew of 7 men takes 10 days to complete one - half of a job . if 8 men are then added to the crew and the men continue to work at the same rate , how many days will it take the enlarged crew to do the rest of the job ?",e,physics, 2 , 3 , 3 1 / 3 , 4 , 4 2 / 3 
6343,a train running at the speed of 90 km / hr crosses a pole in 6 seconds . what is the length of the train ?,d,physics, 255 , 205 , 502 , 225 , 235 
6344,the angle of elevation of a ladder leaning against a wall is 60 ° and the foot of the ladder is 4.6 m away from the wall . the length of the ladder is,d,physics, 2.3 m , 4.6 m , 7.8 m , 9.2 m , none 
6345,"the distance from city a to city b is 150 miles . while driving from city a to city b , cara drives at a constant speed of 30 miles per hour . dan leaves city a 90 minutes after cara . what is the minimum constant speed in miles per hour that dan must exceed in order to arrive in city b before cara ?",a,physics, 42.85 , 44 , 46 , 48 , 50 
6346,"a train leaves delhi at 9 a . m . at a speed of 30 kmph . another train leaves at 3 p . m . at a speed of 40 kmph on the same day and in the same direction . how far from delhi , will the two trains meet ?",d,physics, 229 , 288 , 600 , 720 , 121 
6347,find the cost of fencing around a circular field of diameter 26 m at the rate of rs . 1.50 a meter ?,a,physics, 122.55 , 132 , 156 , 158 , 267 
6348,a can give b a start of 50 metres or 10 seconds in a kilometer race . how long does a take to complete the race ?,d,physics, 200 seconds , 140 seconds , 220 seconds , 190 seconds , none 
6349,"the average temperature for tuesday , wednesday and thursday was 52 ° c . the average temperature for wednesday , thursday and friday was 54 ° c . if the temperature on friday be 53 ° c , what was the temperature on tuesday ?",d,physics, 39 ° c , 44 ° c , 37 ° c , 47 ° c , none of these 
6350,a car traveled 75 % of the way from town a to town b at an average speed of 50 miles per hour . the car travels at an average speed of s miles per hour for the remaining part of the trip . the average speed for the entire trip was 50 miles per hour . what is s ?,e,physics, 10 , 20 , 25 , 30 , 50 
6351,"a 60 cm long wire is to be cut into two pieces so that one piece will be 2 / 5 th of the other , how many centimeters will the shorter piece be ?",d,physics, a ) 73 , b ) 20 , c ) 83 , d ) 17.1 , e ) 52 
6352,"if two projectiles are launched at the same moment from 1455 km apart and travel directly towards each other at 470 km per hour and 500 km per hour respectively , how many minutes will it take for them to meet ?",a,physics, 90 , 85 , 80 , 75 , 70 
6353,a man can do a job in 10 days . his father takes 20 days and his son finishes it in 25 days . how long will they take to complete the job if they all work together ?,c,physics, 6.3 , 6.9 , 5.3 , 6.1 , 6.2 
6354,a train 2500 m long can cross an electric pole in 50 sec and then find the speed of the train ?,b,physics, 178 , 180 , 182 , 184 , 186 
6355,some persons can do a piece of work in 12 days . two times the number of such persons will do half of that work in,d,physics, 9 , 8 , 4 , 3 , 1 
6356,"the ratio between the length and the breadth of a rectangular park is 3 : 2 . if a man cycling along the boundary of the park at the speed of 12 km / hr completes one round in 6 minutes , then the area of the park ( in sq . m ) is",e,physics, 153200 , 153400 , 153600 , 154000 , 60000 
6357,a can do a piece of work in 9 days . when he had worked for 2 days b joins him . if the complete work was finished in 8 days . in how many days b alone can finish the work ?,d,physics, 18 , 77 , 66 , 54 , 12 
6358,"a man ' s regular pay is $ 3 per hour up to 40 hours . overtime is twice the payment for regular time . if he was paid $ 192 , how many hours overtime did he work ?",e,physics, 8 , 5 , 9 , 6 , 12 
